rho,tol,method,instance,cpuTime,rawMVP,outerIterations,proxResidual,relativeRecoveryError,relativeFunctionGap,success
0.01,0.01,TMAP-L-BFGS,4,0.1651776,21,8,0.0293386267854915,0.100063538327231,0.00344726484695113,1
0.01,0.01,TMAP-L-BFGS,5,0.1362007,15,6,0.0462614013088934,0.0768893404329046,0.00738030316622773,1
0.01,0.01,TMAP-L-BFGS,6,0.1300309,15,6,0.0284285756988497,0.128089270477868,0.002623567679922,1
0.01,0.01,TMAP-L-BFGS,7,0.1311901,15,6,0.03039908184689,0.151087258670727,0.00296937476180914,1
0.01,0.01,TMAP-L-BFGS,8,0.1344696,15,6,0.042098927451761,0.0907428375686857,0.00658213352162962,1
0.01,0.01,TMAP-L-BFGS,9,0.127033,15,6,0.0465483780398184,0.0748598969295926,0.00766672232666499,1
0.01,0.01,TMAP-L-BFGS,10,0.1572146,19,8,0.00959877394940823,0.119439037314797,0.000365360061799991,1
0.01,0.01,ASSN,1,0.3386392,39,6,0.0077040197035944,0.127219138997213,0.00522598494189142,1
0.01,0.01,ASSN,2,0.3357794,37,6,0.00805087242225594,0.116520383026162,0.0053303424926493,1
0.01,0.01,ASSN,3,0.358333,39,6,0.00878439499285965,0.113307244933917,0.00629635099436787,1
0.01,0.01,ASSN,4,0.3549526,39,6,0.00924429227225859,0.126849488130731,0.00602995905619375,1
0.01,0.01,ASSN,5,0.3664462,39,6,0.010251856141781,0.110007287653914,0.00713052359341193,1
0.01,0.01,ASSN,6,0.3204874,37,6,0.00681038491134983,0.134655989599658,0.00453972111946588,1
0.01,0.01,ASSN,7,0.322416,35,6,0.0058417442941891,0.130048438816346,0.00389069894569749,1
0.01,0.01,ASSN,8,0.3539466,39,6,0.00960057042385896,0.119855683546734,0.00647515751459316,1
0.01,0.01,ASSN,9,0.3379684,39,6,0.0092504347972251,0.11527078781399,0.00619646840080457,1
0.01,0.01,ASSN,10,0.3496384,39,6,0.0103220915176238,0.111853441677133,0.00688316852045967,1
0.01,0.0001,PSSgb-L-BFGS,1,0.2522089,18,8,0.001744307392921,0.124520923551456,1.31846808985037e-05,1
0.01,0.0001,PSSgb-L-BFGS,2,0.2229034,16,7,0.00417230385167784,0.123258387135926,6.81510087062742e-05,1
0.01,0.0001,PSSgb-L-BFGS,3,0.2304402,16,7,0.00480239718603316,0.127859626339328,9.28998950535664e-05,1
0.01,0.0001,PSSgb-L-BFGS,4,0.251558,18,8,0.00131450772323239,0.120246730821253,6.99539088921952e-06,1
0.01,0.0001,PSSgb-L-BFGS,5,0.2568778,18,8,0.00080808745971276,0.132574224205299,2.80772221572523e-06,1
0.01,0.0001,PSSgb-L-BFGS,6,0.2346507,16,7,0.00499490361039826,0.122037751193276,9.50800243875172e-05,1
0.01,0.0001,PSSgb-L-BFGS,7,0.2491537,18,8,0.00113761785415822,0.128839948432156,5.52226273486944e-06,1
0.01,0.0001,PSSgb-L-BFGS,8,0.2658233,18,8,0.0010258720143024,0.123905261690723,4.26976785028454e-06,1
0.01,0.0001,PSSgb-L-BFGS,9,0.2566393,18,8,0.000722699296300295,0.119699721732237,2.32192791549402e-06,1
0.01,0.0001,PSSgb-L-BFGS,10,0.2643945,18,8,0.00130859243102328,0.119468614916688,7.3424979712966e-06,1
0.01,0.0001,PSSgb-CG,1,0.6032407,160,8,0.00135825943479834,0.12468130612173,7.59850053944078e-06,1
0.01,0.0001,PSSgb-CG,2,0.4438288,124,7,8.41857905500843e-07,0.127426802305792,2.82673884299811e-12,1
0.01,0.0001,PSSgb-CG,3,0.5093887,144,8,8.1038404358315e-08,0.133264831340756,2.55351295663786e-14,1
0.01,0.0001,PSSgb-CG,4,0.5067868,144,8,1.0234973731927e-07,0.120858260190397,4.29656310529936e-14,1
0.01,0.0001,PSSgb-CG,5,0.5192985,142,8,2.92159232801323e-05,0.132673343415963,3.42747563664147e-09,1
0.01,0.0001,PSSgb-CG,6,0.4733892,126,7,0.000886097002666131,0.125929588765763,3.11110482331678e-06,1
0.01,0.0001,PSSgb-CG,7,0.5154408,144,8,1.00921390540266e-06,0.128804107567692,4.19941859064465e-12,1
0.01,0.0001,PSSgb-CG,8,0.4849994,126,7,0.000816084580262151,0.124475832626186,2.61973255388792e-06,1
0.01,0.0001,PSSgb-CG,9,0.5234192,144,8,0.000146582068025787,0.119715213924982,6.85765916275116e-08,1
0.01,0.0001,PSSgb-CG,10,0.5743281,150,8,0.000753781287968527,0.118522416100253,2.38211178060777e-06,1
0.01,0.0001,FAST-2CDA-E,1,0.2866411,6,5,1.13443569966026e-05,0.124547437548205,5.40478550803414e-10,1
0.01,0.0001,FAST-2CDA-E,2,0.2818489,6,5,3.66427539341672e-06,0.127426207721208,5.50389733788847e-11,1
0.01,0.0001,FAST-2CDA-E,3,0.2890298,6,5,3.84418510863084e-06,0.133266271734162,6.31511509752158e-11,1
0.01,0.0001,FAST-2CDA-E,4,0.2689268,5,4,6.80932178539359e-05,0.12086225870342,1.94411892140423e-08,1
0.01,0.0001,FAST-2CDA-E,5,0.2732304,5,4,4.93064019672281e-05,0.132674269177083,1.01195403168219e-08,1
0.01,0.0001,FAST-2CDA-E,6,0.2955052,6,5,2.74619849964736e-10,0.125711724364709,0,1
0.01,0.0001,FAST-2CDA-E,7,0.2679691,5,4,3.44420977731318e-05,0.128811018034821,5.03803021523197e-09,1
0.01,0.0001,FAST-2CDA-E,8,0.2751552,5,4,8.61760762472392e-05,0.124314724288354,3.0880210055706e-08,1
0.01,0.0001,FAST-2CDA-E,9,0.2751407,5,4,4.84796084429493e-05,0.119707944136383,1.02702081283823e-08,1
0.01,0.0001,FAST-2CDA-E,10,0.2759244,5,4,5.67170877186383e-05,0.119043884075316,1.32392881102561e-08,1
0.01,0.0001,SpaRSA,1,0.4570871,34,10,0.000667111915067057,0.124118996510578,1.90201580840821e-06,1
0.01,0.0001,SpaRSA,2,0.4154897,31,9,0.00482850126602517,0.129839759226238,8.64127342842247e-05,1
0.01,0.0001,SpaRSA,3,0.4691546,34,10,0.000475202129735258,0.133225477656388,9.41086741867991e-07,1
0.01,0.0001,SpaRSA,4,0.4596697,34,10,0.000465172369240762,0.120628095521152,9.23953207276895e-07,1
0.01,0.0001,SpaRSA,5,0.4720154,34,10,0.000525061896655904,0.132371254780573,1.18824752071145e-06,1
0.01,0.0001,SpaRSA,6,0.4828034,34,10,0.000490333557199051,0.125509215479231,1.01665532836748e-06,1
0.01,0.0001,SpaRSA,7,0.4537865,34,10,0.000481382106954648,0.128867895423769,9.15837344517278e-07,1
0.01,0.0001,SpaRSA,8,0.4816048,34,10,0.00061311100396462,0.124223152412075,1.46385720045661e-06,1
0.01,0.0001,SpaRSA,9,0.4685472,34,10,0.000486722982852568,0.119617935472258,9.65696095645008e-07,1
0.01,0.0001,SpaRSA,10,0.4865857,34,10,0.000602119099692998,0.118847552907616,1.44683053837635e-06,1
0.01,0.0001,TMAP-CG,1,0.1625167,72,4,0.000100856666362075,0.124540239994205,4.12974723307258e-08,1
0.01,0.0001,TMAP-CG,2,0.1308868,56,3,0.00461158461096796,0.123432829800689,8.41908959867688e-05,1
0.01,0.0001,TMAP-CG,3,0.1517527,70,4,1.57859401331478e-07,0.133264593106296,1.04360964314765e-13,1
0.01,0.0001,TMAP-CG,4,0.1573597,70,4,2.25994020588588e-07,0.120857944517352,2.04503081135954e-13,1
0.01,0.0001,TMAP-CG,5,0.1539182,70,4,1.18413072276479e-07,0.132678920529384,5.79536418854332e-14,1
0.01,0.0001,TMAP-CG,6,0.1374156,56,3,0.00457120974010338,0.121439904302392,8.21423200041416e-05,1
0.01,0.0001,TMAP-CG,7,0.1567516,72,4,2.27857364729702e-07,0.128802801156693,2.1627144519698e-13,1
0.01,0.0001,TMAP-CG,8,0.1556722,70,4,1.12006349576595e-07,0.124316850132051,5.19584375524573e-14,1
0.01,0.0001,TMAP-CG,9,0.1569516,70,4,4.45851880655094e-05,0.119692698129032,7.96968901983774e-09,1
0.01,0.0001,TMAP-CG,10,0.1669964,72,4,9.45871849063005e-05,0.118974033726377,3.6293650085284e-08,1
0.01,0.0001,TMAP-L-BFGS,1,0.1884126,26,10,0.00371440822586712,0.126498002686206,4.9352996693286e-05,1
0.01,0.0001,TMAP-L-BFGS,2,0.1650093,22,9,0.00174812360481204,0.125879248591781,1.2362668061372e-05,1
0.01,0.0001,TMAP-L-BFGS,3,0.1861354,24,10,0.00251524686657396,0.133591947464182,2.51175599346176e-05,1
0.01,0.0001,TMAP-L-BFGS,4,0.167882,22,9,0.00325950226140099,0.121944655232861,4.43403109885443e-05,1
0.01,0.0001,TMAP-L-BFGS,5,0.1848021,23,10,0.0036705451100909,0.132000163243683,5.42517294792599e-05,1
0.01,0.0001,TMAP-L-BFGS,6,0.1768626,22,9,0.00466720496920083,0.128625025184076,9.53037257531708e-05,1
0.01,0.0001,TMAP-L-BFGS,7,0.1831837,23,10,0.00360111867814766,0.128672864489741,5.15884333799344e-05,1
0.01,0.0001,TMAP-L-BFGS,8,0.1929547,24,10,0.00286847316216518,0.125744914056455,3.31961687113358e-05,1
0.01,0.0001,TMAP-L-BFGS,9,0.1865579,24,10,0.00369649523174932,0.120100214914207,5.60204628652361e-05,1
0.01,0.0001,TMAP-L-BFGS,10,0.1947061,23,10,0.00121306443194323,0.119216959203919,5.65674105934555e-06,1
0.01,0.0001,ASSN,1,0.4364889,47,8,5.65305759358981e-05,0.124514166718959,3.18908921914662e-06,1
0.01,0.0001,ASSN,2,0.3907046,45,8,2.56210162691921e-05,0.127411308611228,1.08626719130811e-06,1
0.01,0.0001,ASSN,3,0.4250451,47,8,3.36583607917375e-05,0.133260251112076,2.05687986964964e-06,1
0.01,0.0001,ASSN,4,0.4169039,47,8,3.55050633233102e-05,0.120839027384841,2.3181809212236e-06,1
0.01,0.0001,ASSN,5,0.428216,47,8,3.29989263659468e-05,0.132657301150008,1.78665580796711e-06,1
0.01,0.0001,ASSN,6,0.4244458,49,8,4.80103198697183e-06,0.125708493420813,1.30121501584757e-06,1
0.01,0.0001,ASSN,7,0.4208906,47,8,2.91624860026354e-05,0.128789247084257,1.7115940389445e-06,1
0.01,0.0001,ASSN,8,0.4308328,47,8,4.29875570666717e-05,0.124283846447814,2.06588297335664e-06,1
0.01,0.0001,ASSN,9,0.4277125,47,8,3.97044049844376e-05,0.119684476726066,2.07370162608189e-06,1
0.01,0.0001,ASSN,10,0.4489529,47,8,3.62224916421381e-05,0.118999768659667,1.90648184650311e-06,1
0.01,1e-06,PSSgb-L-BFGS,1,0.2949175,20,9,6.4180919550755e-05,0.121503166664651,1.77533323597601e-08,1
0.01,1e-06,PSSgb-L-BFGS,2,0.2935559,20,9,5.6620755407737e-05,0.130146111549967,1.34155362374599e-08,1
0.01,1e-06,PSSgb-L-BFGS,3,0.2576943,18,8,0.000407769448765839,0.131515894499677,7.3746488271631e-07,1
0.01,1e-06,PSSgb-L-BFGS,4,0.2639297,18,8,0.00015890098216136,0.13077561566107,1.07408439142809e-07,1
0.01,1e-06,PSSgb-L-BFGS,5,0.2857322,20,9,4.92959882742305e-05,0.119211912852533,1.05266809713456e-08,1
0.01,1e-06,PSSgb-L-BFGS,6,0.2895597,20,9,4.13699031823309e-05,0.126988761489623,7.52496709388595e-09,1
0.01,1e-06,PSSgb-L-BFGS,7,0.2535993,18,8,0.000435922311733503,0.127060977215467,8.2281790680927e-07,1
0.01,1e-06,PSSgb-L-BFGS,8,0.2881775,20,9,0.000100353973776008,0.118737444805225,4.08748175306783e-08,1
0.01,1e-06,PSSgb-L-BFGS,9,0.2945921,20,9,0.000100974543479164,0.121297401203301,3.93362857842305e-08,1
0.01,1e-06,PSSgb-L-BFGS,10,0.2489943,18,8,0.000285931315516616,0.129632984730284,3.47961226498938e-07,1
0.01,1e-06,PSSgb-CG,1,0.5229716,142,8,1.08058615777427e-05,0.121496928566631,4.6988579693874e-10,1
0.01,1e-06,PSSgb-CG,2,0.4758795,128,7,0.000264237007236345,0.130139191778422,2.83553955537919e-07,1
0.01,1e-06,PSSgb-CG,3,0.4862522,146,8,6.02823162546318e-05,0.131546898360914,1.40055805841754e-08,1
0.01,1e-06,PSSgb-CG,4,0.4493962,126,7,9.68307049807436e-05,0.130683422970161,3.91211255612589e-08,1
0.01,1e-06,PSSgb-CG,5,0.4605242,126,7,7.5071348923e-05,0.119180254649879,2.19488478503393e-08,1
0.01,1e-06,PSSgb-CG,6,0.4917892,142,8,1.70840643297467e-08,0.126987673137688,6.66133814775094e-16,1
0.01,1e-06,PSSgb-CG,7,0.4861505,142,8,2.4575976502962e-08,0.127253977797647,2.55351295663786e-15,1
0.01,1e-06,PSSgb-CG,8,0.5274062,146,8,2.81750683326725e-06,0.118736764707384,3.17454951215268e-11,1
0.01,1e-06,PSSgb-CG,9,0.6156981,168,9,0.000113932217471506,0.12126540503653,5.01766581617602e-08,1
0.01,1e-06,PSSgb-CG,10,0.4345118,126,7,1.12297271350745e-07,0.129736141020963,5.07371922253697e-14,1
0.01,1e-06,FAST-2CDA-E,1,0.3059307,7,6,2.76264992920157e-10,0.121503901701687,3.33066907387547e-16,1
0.01,1e-06,FAST-2CDA-E,2,0.308739,7,6,2.77173542407974e-10,0.130140193444766,-1.22124532708767e-15,1
0.01,1e-06,FAST-2CDA-E,3,0.2892524,6,5,2.7683011553854e-10,0.131568098517681,-9.99200722162641e-16,1
0.01,1e-06,FAST-2CDA-E,4,0.3038568,7,6,4.11241115859729e-08,0.130737638320017,6.66133814775094e-15,1
0.01,1e-06,FAST-2CDA-E,5,0.3007369,7,6,2.67376758969749e-07,0.119205508790557,3.15525383598469e-13,1
0.01,1e-06,FAST-2CDA-E,6,0.2853373,6,5,2.77990936559669e-10,0.126987670331932,-5.55111512312578e-16,1
0.01,1e-06,FAST-2CDA-E,7,0.3011841,7,6,2.78221931276851e-10,0.127253962915515,9.99200722162641e-16,1
0.01,1e-06,FAST-2CDA-E,8,0.2982909,7,6,3.72522180271315e-08,0.11873787263283,5.44009282066327e-15,1
0.01,1e-06,FAST-2CDA-E,9,0.3076373,7,6,2.79252522233801e-10,0.121311075772118,2.22044604925031e-16,1
0.01,1e-06,FAST-2CDA-E,10,0.2850615,6,5,2.76772492732853e-10,0.129736040608549,2.22044604925031e-16,1
0.01,1e-06,SpaRSA,1,0.5253953,37,11,0.000442672669481508,0.121086463106964,8.45372191471405e-07,1
0.01,1e-06,SpaRSA,2,0.482367,34,10,0.000411036988273062,0.129759581762672,7.06257872407079e-07,1
0.01,1e-06,SpaRSA,3,0.5141856,37,11,0.00045354915433873,0.131169969423513,9.32009663889843e-07,1
0.01,1e-06,SpaRSA,4,0.4842289,34,10,0.0003025773179098,0.130459619564555,3.91944856237281e-07,1
0.01,1e-06,SpaRSA,5,0.5526024,40,12,8.42751979160399e-05,0.119208604742623,2.79311002104876e-08,1
0.01,1e-06,SpaRSA,6,0.4607323,34,10,0.000423034988663024,0.126654081750419,7.71954153488963e-07,1
0.01,1e-06,SpaRSA,7,0.4562294,34,10,0.000408649869473621,0.127108472112897,7.20913302165727e-07,1
0.01,1e-06,SpaRSA,8,0.4727931,34,10,0.000411860559580523,0.118595582003989,7.17033969421799e-07,1
0.01,1e-06,SpaRSA,9,0.5684942,40,12,7.71462752906285e-05,0.121361799526081,2.34271108068285e-08,1
0.01,1e-06,SpaRSA,10,0.4540715,34,10,0.000302352008146147,0.12950935437267,3.92223089562549e-07,1
0.01,1e-06,TMAP-CG,1,0.1555449,70,4,8.78788747109457e-05,0.121501495665274,2.97635885937453e-08,1
0.01,1e-06,TMAP-CG,2,0.1534535,70,4,1.29999074215996e-07,0.130140059357546,6.80566714095221e-14,1
0.01,1e-06,TMAP-CG,3,0.1505184,70,4,3.48711800231205e-06,0.131568361574045,5.01442221079174e-11,1
0.01,1e-06,TMAP-CG,4,0.1442384,68,4,8.48741337940756e-06,0.130734407948917,2.89733126379588e-10,1
0.01,1e-06,TMAP-CG,5,0.1466888,70,4,0.000202875988384372,0.1192077936282,4.67707290674468e-08,1
0.01,1e-06,TMAP-CG,6,0.148149,70,4,1.23481515349608e-07,0.126987544780466,5.93969318174459e-14,1
0.01,1e-06,TMAP-CG,7,0.1486441,70,4,1.03712671881615e-07,0.127253857381989,4.41868763800812e-14,1
0.01,1e-06,TMAP-CG,8,0.1559916,70,4,1.21111088717805e-07,0.118737741702534,6.0063065632221e-14,1
0.01,1e-06,TMAP-CG,9,0.1651181,72,4,7.97367535012003e-05,0.121306110037696,2.58159532640079e-08,1
0.01,1e-06,TMAP-CG,10,0.1419745,68,4,6.58804982557256e-06,0.129739378734279,1.81332504567422e-10,1
0.01,1e-06,TMAP-L-BFGS,1,0.2382591,30,13,0.000415037344236273,0.121209299294062,7.61695552076169e-07,1
0.01,1e-06,TMAP-L-BFGS,2,0.2212685,28,12,0.000209064080856284,0.130266701668524,1.68780097342669e-07,1
0.01,1e-06,TMAP-L-BFGS,3,0.2280413,30,13,0.000228511591774447,0.131367710041128,2.33254106918324e-07,1
0.01,1e-06,TMAP-L-BFGS,4,0.218285,27,12,0.000211296153326332,0.130547376235989,1.93964289518789e-07,1
0.01,1e-06,TMAP-L-BFGS,5,0.1996912,25,11,0.000126456496827422,0.119201524401339,6.38121978591144e-08,1
0.01,1e-06,TMAP-L-BFGS,6,0.1954195,25,11,0.000330679810946719,0.12689792153895,4.48209163006474e-07,1
0.01,1e-06,TMAP-L-BFGS,7,0.2098328,28,12,0.000345365968828502,0.127478876690285,5.30404767662418e-07,1
0.01,1e-06,TMAP-L-BFGS,8,0.2286506,32,13,0.000296336886364581,0.118807279863306,3.59997431420567e-07,1
0.01,1e-06,TMAP-L-BFGS,9,0.258677,34,14,0.000324926932921783,0.121311195270133,4.33735332983076e-07,1
0.01,1e-06,TMAP-L-BFGS,10,0.2188782,30,13,0.000227039598994959,0.129948274921248,2.28056960649425e-07,1
0.01,1e-06,ASSN,1,0.4764359,55,9,4.42301381606659e-08,0.121503895347434,2.2962243217961e-10,1
0.01,1e-06,ASSN,2,0.4685035,51,9,2.77737235028603e-07,0.130140242799665,9.60836188390601e-10,1
0.01,1e-06,ASSN,3,0.4514447,55,9,6.7877623880353e-08,0.131568041586362,1.62980451356987e-09,1
0.01,1e-06,ASSN,4,0.4102701,45,8,2.69683552470286e-05,0.130712286976451,9.07586113041425e-07,1
0.01,1e-06,ASSN,5,0.4488036,53,9,7.05472829767134e-08,0.119205301573998,1.71372060986386e-09,1
0.01,1e-06,ASSN,6,0.4497017,53,9,3.87723182623083e-07,0.126987659284049,2.08762707121224e-09,1
0.01,1e-06,ASSN,7,0.4477527,55,9,5.31042435898663e-08,0.127253935191141,1.1404948097038e-09,1
0.01,1e-06,ASSN,8,0.4709706,55,9,4.04151392127129e-08,0.118737837004463,1.50547796451406e-09,1
0.01,1e-06,ASSN,9,0.4984114,55,9,5.36856610586809e-08,0.121311047561283,1.90951143785867e-09,1
0.01,1e-06,ASSN,10,0.4244232,51,9,1.57530869770136e-07,0.129736020526274,5.70254954368465e-10,1
0.05,0.01,PSSgb-L-BFGS,1,0.3443788,24,9,0.0692924257893733,0.201373879521169,0.00605532871349779,1
0.05,0.01,PSSgb-L-BFGS,2,0.3360188,24,9,0.0555067360714761,0.208057527988027,0.00387806935161747,1
0.05,0.01,PSSgb-L-BFGS,3,0.2955919,20,8,0.0971451558875361,0.13426778220268,0.00881753373015971,1
0.05,0.01,PSSgb-L-BFGS,4,0.2794983,20,8,0.0523137486368497,0.177590565825919,0.00213192072142686,1
0.05,0.01,PSSgb-L-BFGS,5,0.2860753,20,8,0.0823310621724848,0.159984625248805,0.0054321694461399,1
0.05,0.01,PSSgb-L-BFGS,6,0.3145394,22,9,0.0464681193423729,0.204310756483212,0.00276959397848579,1
0.05,0.01,PSSgb-L-BFGS,7,0.2936592,20,8,0.0955343910673993,0.140508767091471,0.0074199721197686,1
0.05,0.01,PSSgb-L-BFGS,8,0.2912115,20,8,0.0735545794553056,0.162736130286769,0.00397311146994241,1
0.05,0.01,PSSgb-L-BFGS,9,0.2821837,20,8,0.0966830024642692,0.156225479504388,0.00707706144090964,1
0.05,0.01,PSSgb-L-BFGS,10,0.2943134,20,8,0.0974007840445413,0.137476707809013,0.00832232668799066,1
0.05,0.01,PSSgb-CG,1,0.7178915,140,7,0.00899348912511608,0.172113395231916,8.37001166362506e-05,1
0.05,0.01,PSSgb-CG,2,0.6952842,138,7,0.0102842857847673,0.183932363287729,0.000106776650847982,1
0.05,0.01,PSSgb-CG,3,0.7285585,140,7,0.0123792249260108,0.170292141200569,0.00015829735458067,1
0.05,0.01,PSSgb-CG,4,1.1289886,256,12,0.00627677371512935,0.192415163576022,3.57648928105013e-05,1
0.05,0.01,PSSgb-CG,5,0.7140443,140,7,0.0116249194400575,0.181271244923858,0.000135880913153718,1
0.05,0.01,PSSgb-CG,6,0.7300548,140,7,0.0107846717593654,0.171622326320185,0.000137187466917075,1
0.05,0.01,PSSgb-CG,7,0.7396335,140,7,0.0119883325278489,0.163685920602245,0.000152866990984552,1
0.05,0.01,PSSgb-CG,8,0.7037466,138,7,0.0110819718726411,0.180841678891424,0.000119470458880309,1
0.05,0.01,PSSgb-CG,9,0.6958957,140,7,0.012139603616477,0.175822428052461,0.000146215855228432,1
0.05,0.01,PSSgb-CG,10,0.7437792,140,7,0.0122365344751101,0.168735708704165,0.000163532650231627,1
0.05,0.01,FAST-2CDA-E,1,0.2910746,6,5,0.00529864208081466,0.175908464514905,3.46840545901095e-05,1
0.05,0.01,FAST-2CDA-E,2,0.286294,6,5,0.00262994415540578,0.187213184805767,8.42202840032834e-06,1
0.05,0.01,FAST-2CDA-E,3,0.2935362,6,5,0.00314653117972657,0.175344981263016,1.29561907201567e-05,1
0.05,0.01,FAST-2CDA-E,4,0.2855627,6,5,0.00184148231407758,0.194909448895011,3.59271667592714e-06,1
0.05,0.01,FAST-2CDA-E,5,0.2935439,6,5,0.00259511885337883,0.185701978589141,8.13093986119973e-06,1
0.05,0.01,FAST-2CDA-E,6,0.2918399,6,5,0.00644076418648787,0.177499596481841,5.72415320007363e-05,1
0.05,0.01,FAST-2CDA-E,7,0.2969181,6,5,0.00228196903156812,0.167971138381181,6.53268776090698e-06,1
0.05,0.01,FAST-2CDA-E,8,0.2913745,6,5,0.00264222079610769,0.18455359713242,7.89257067582765e-06,1
0.05,0.01,FAST-2CDA-E,9,0.2868261,6,5,0.00304475317707527,0.18078823250287,1.1797287435324e-05,1
0.05,0.01,FAST-2CDA-E,10,0.292966,6,5,0.00443452281962168,0.174158361631043,2.53631239982837e-05,1
0.05,0.01,SpaRSA,1,0.4686447,34,10,0.0289146396839314,0.159423643627217,0.00107344972248183,1
0.05,0.01,SpaRSA,2,0.460137,34,10,0.0230888941097779,0.174979142062331,0.000655977253791929,1
0.05,0.01,SpaRSA,3,0.4822193,34,10,0.038808166818398,0.152654205768196,0.00190888883602271,1
0.05,0.01,SpaRSA,4,0.3803269,28,8,0.0459488741172051,0.202132417412415,0.00153913281325105,1
0.05,0.01,SpaRSA,5,0.4279349,31,9,0.100214656729694,0.1389181166348,0.00979013630512499,1
0.05,0.01,SpaRSA,6,0.4723928,34,10,0.0462192547071467,0.146348884853692,0.00302498222534614,1
0.05,0.01,SpaRSA,7,0.4801746,34,10,0.0280664988838599,0.153011650513068,0.00101613853488506,1
0.05,0.01,SpaRSA,8,0.3928738,28,8,0.0768757189006206,0.164342250829642,0.00475763421235602,1
0.05,0.01,SpaRSA,9,0.4161537,31,9,0.0922337689192898,0.142311360438539,0.00788953149296106,1
0.05,0.01,SpaRSA,10,0.4839456,34,10,0.0368648084509886,0.153124562012005,0.00176741321449903,1
0.05,0.01,TMAP-CG,1,0.6015155,171,5,0.0133949459860278,0.172361830303712,0.000189017953447193,1
0.05,0.01,TMAP-CG,2,0.5603307,171,5,0.0123760518230153,0.185471563352698,0.000163017667056566,1
0.05,0.01,TMAP-CG,3,0.606392,171,5,0.011800032035668,0.172327698793452,0.000147711931636194,1
0.05,0.01,TMAP-CG,4,0.5059222,166,5,0.0124386982267505,0.19196858878177,0.000142184465626959,1
0.05,0.01,TMAP-CG,5,0.6696377,222,6,0.0148554885323325,0.179562291017231,0.00022402420154505,1
0.05,0.01,TMAP-CG,6,0.5980973,171,5,0.0136795547087739,0.172116693430347,0.0002124353051054,1
0.05,0.01,TMAP-CG,7,0.5833908,173,5,0.016328197132947,0.163517533305003,0.000288915166108523,1
0.05,0.01,TMAP-CG,8,0.5607109,171,5,0.0114147131585007,0.181833029764878,0.000124903599207925,1
0.05,0.01,TMAP-CG,9,0.6404056,180,5,0.0329983425397225,0.171300282645012,0.00110810657127428,1
0.05,0.01,TMAP-CG,10,0.5851812,171,5,0.0106529692882639,0.170583310556302,0.00012348142894827,1
0.05,0.01,TMAP-L-BFGS,1,0.2231673,25,10,0.0755945381261875,0.178112670883246,0.00610473740370642,1
0.05,0.01,TMAP-L-BFGS,2,0.2159986,27,10,0.0818963109288826,0.191124400232176,0.00691822313734594,1
0.05,0.01,TMAP-L-BFGS,3,0.2520017,30,11,0.0981033503646747,0.188660664017277,0.00941205410188675,1
0.05,0.01,TMAP-L-BFGS,4,0.1904262,22,9,0.0792256981107094,0.202461722273598,0.00598656507796846,1
0.05,0.01,TMAP-L-BFGS,5,0.2210709,26,10,0.0708425622928726,0.198449590232601,0.00517208259849187,1
0.05,0.01,TMAP-L-BFGS,6,0.2421134,29,11,0.0827186383585542,0.164228648206696,0.00789343056779808,1
0.05,0.01,TMAP-L-BFGS,7,0.2306656,27,10,0.0923731883240826,0.179323260812604,0.00829853340615491,1
0.05,0.01,TMAP-L-BFGS,8,0.218966,28,10,0.0857453394363965,0.180680389693058,0.0068095404374853,1
0.05,0.01,TMAP-L-BFGS,9,0.2220143,27,10,0.0819986444923932,0.189714757688393,0.00739604080093428,1
0.05,0.01,TMAP-L-BFGS,10,0.2482934,29,11,0.0754443503190172,0.191998553144656,0.00632123083448836,1
0.05,0.01,ASSN,1,0.5458752,57,7,0.00429104876490967,0.172934635810024,0.00105053803361453,1
0.05,0.01,ASSN,2,0.524281,57,7,0.00388478033675834,0.185232136021039,0.000945153571409478,1
0.05,0.01,ASSN,3,0.5727307,57,7,0.00438315752094581,0.173156970882164,0.00109466438042507,1
0.05,0.01,ASSN,4,0.4419341,49,6,0.0363879804326893,0.188112493089459,0.00927533600653083,1
0.05,0.01,ASSN,5,0.5353256,57,7,0.00327064168540676,0.183900946970035,0.000786486965324305,1
0.05,0.01,ASSN,6,0.5647664,57,7,0.00370033628705844,0.174000480451157,0.00093263127505755,1
0.05,0.01,ASSN,7,0.5775202,55,7,0.00555404403961686,0.165718039971854,0.00135461988084034,1
0.05,0.01,ASSN,8,0.5257893,53,7,0.00408195318374229,0.182636978205118,0.000979630346543356,1
0.05,0.01,ASSN,9,0.5311116,57,7,0.00405433730443352,0.178685280463562,0.00101432062467762,1
0.05,0.01,ASSN,10,0.5638524,57,7,0.00372692611105575,0.171983395028306,0.000940006687945599,1
0.05,0.0001,PSSgb-L-BFGS,1,0.3547782,24,10,0.00569939218747868,0.18448296073259,3.21949242816729e-05,1
0.05,0.0001,PSSgb-L-BFGS,2,0.3737783,26,11,0.00407761122968491,0.184222844913561,1.58686117071988e-05,1
0.05,0.0001,PSSgb-L-BFGS,3,0.3834482,26,11,0.00422799138395953,0.181611099164161,1.65958118020142e-05,1
0.05,0.0001,PSSgb-L-BFGS,4,0.3387034,24,10,0.00484703237000216,0.185521011718365,2.34227246537254e-05,1
0.05,0.0001,PSSgb-L-BFGS,5,0.3520922,24,10,0.00866658061904247,0.178909901663154,7.47863255602805e-05,1
0.05,0.0001,PSSgb-L-BFGS,6,0.3499253,24,10,0.0077333092846901,0.170870137358748,5.88449060437942e-05,1
