method,instance,cpuTime,rawMVP,outerIterations,proxResidual,relativeRecoveryError,relativeFunctionGap,success
PSSgb-L-BFGS,1,0.3135448,22,9,0.0798426224311269,0.249695457264842,0.00256086937458911,1
PSSgb-L-BFGS,2,0.3239753,22,9,0.129983462100656,0.215520509078111,0.00854446527684988,1
PSSgb-L-BFGS,3,0.4433141,30,10,0.0749562712605652,0.268995720662922,0.00270641809971375,1
PSSgb-L-BFGS,4,0.3262903,22,9,0.0749306761015519,0.239913811520316,0.00240832831343019,1
PSSgb-L-BFGS,5,0.3138043,22,9,0.0943262172662759,0.217900658543453,0.00380940611670349,1
PSSgb-L-BFGS,6,0.324723,22,9,0.0479059242554846,0.274764406941354,0.000910627483082815,1
PSSgb-L-BFGS,7,0.3140725,22,9,0.110347569764034,0.209140535898645,0.00572583380671042,1
PSSgb-L-BFGS,8,0.3089792,22,9,0.0699058459611197,0.229688985359886,0.00260958297245275,1
PSSgb-L-BFGS,9,0.3273608,22,9,0.138727185606843,0.193125494589519,0.00868105032836853,1
PSSgb-L-BFGS,10,0.3163003,22,9,0.0769751580473354,0.215242902803197,0.0028727469354089,1
PSSgb-CG,1,0.7905432,144,7,0.0433369725554401,0.245369552073089,0.000854050123226413,1
PSSgb-CG,2,0.8887684,146,7,0.139773275477013,0.175537950284237,0.00875331682024272,1
PSSgb-CG,3,0.7863642,144,7,0.0388748732704142,0.239919268894626,0.000712461151688762,1
PSSgb-CG,4,0.7916238,144,7,0.0381068743400608,0.228988901266968,0.000703135949701194,1
PSSgb-CG,5,0.8470827,146,7,0.100347770765232,0.194840873467306,0.0043612353598452,1
PSSgb-CG,6,0.7624418,144,7,0.0309946958919397,0.261028211465548,0.000431932397215985,1
PSSgb-CG,7,0.8671547,146,7,0.117651426118276,0.185339965471943,0.00611363889203164,1
PSSgb-CG,8,0.7871888,144,7,0.0344351495275852,0.218549452535957,0.000626367503885593,1
PSSgb-CG,9,0.8808241,146,7,0.0982709392433605,0.188194675978751,0.00435019916321406,1
PSSgb-CG,10,0.83223,146,7,0.0902514137567124,0.192359601288175,0.0036840835992962,1
FAST-2CDA-E,1,0.3815605,11,10,0.00809072440538217,0.261453339570844,4.39115834990953e-05,1
FAST-2CDA-E,2,0.4136856,12,11,0.00904136449372826,0.223895338454228,6.50496650440928e-05,1
FAST-2CDA-E,3,0.3904689,11,10,0.00880631403604248,0.255409365472399,5.06615289072874e-05,1
FAST-2CDA-E,4,0.4075367,12,11,0.00625986783623794,0.24238245292729,2.42154655786689e-05,1
FAST-2CDA-E,5,0.3880275,11,10,0.00921689376024408,0.228621037193873,5.85418560852175e-05,1
FAST-2CDA-E,6,0.3726895,10,9,0.00956108112547111,0.272185142131957,5.37997068352605e-05,1
FAST-2CDA-E,7,0.3913413,11,10,0.00803639067982851,0.226469290603919,4.44947278565805e-05,1
FAST-2CDA-E,8,0.3831497,11,10,0.00587209331357131,0.230909595084298,2.22642610162806e-05,1
FAST-2CDA-E,9,0.4143709,12,11,0.00616342123786102,0.221231007751075,2.90216331610656e-05,1
FAST-2CDA-E,10,0.3890298,11,10,0.00598211762713018,0.222582166103024,2.43372980678865e-05,1
SpaRSA,1,0.4692324,34,10,0.0725986853397862,0.279534455228547,0.00328988389694234,1
SpaRSA,2,0.4825688,34,10,0.107835147652554,0.248973708578943,0.00812935110691818,1
SpaRSA,3,0.4834045,34,10,0.071444110407498,0.253770791805437,0.00256596525640894,1
SpaRSA,4,0.4845481,34,10,0.0775025401422332,0.247203557760225,0.00315209044191049,1
SpaRSA,5,0.4690231,34,10,0.086599017170046,0.228141557065142,0.00399602724909262,1
SpaRSA,6,0.4869822,34,10,0.0557620783902973,0.264653788308615,0.00144001628217908,1
SpaRSA,7,0.4700458,34,10,0.0984537479256279,0.227337964476019,0.00540323568368444,1
SpaRSA,8,0.4655985,34,10,0.0849186232899524,0.223731839277742,0.00378160130022637,1
SpaRSA,9,0.4819842,34,10,0.0962704823574026,0.233777550149674,0.00552121847393667,1
SpaRSA,10,0.4724613,34,10,0.0992167586841153,0.204333505971885,0.00517576637611331,1
TMAP-CG,1,0.671193,181,5,0.0630348158931865,0.24494358459081,0.00161750093945283,1
TMAP-CG,2,1.1485959,333,8,0.0372109555221582,0.209395377975089,0.000809130303324413,1
TMAP-CG,3,0.6299813,181,5,0.0326592205734008,0.244117634201191,0.000521335913795685,1
TMAP-CG,4,0.6837893,181,5,0.0561112828084425,0.227620029944151,0.00133796729414906,1
TMAP-CG,5,0.7309796,213,6,0.0133400596391407,0.222435771191964,9.24182503236639e-05,1
TMAP-CG,6,0.6213066,177,5,0.0279283563038408,0.264304144604076,0.000339064407498144,1
TMAP-CG,7,0.7084836,209,6,0.0125213787002742,0.221307871032389,8.17778368237535e-05,1
TMAP-CG,8,0.689543,183,5,0.0538879342135002,0.218868864645576,0.00135936626850589,1
TMAP-CG,9,0.9269044,272,7,0.0250455928544377,0.212674870875146,0.00035926236921161,1
TMAP-CG,10,0.6592382,179,5,0.0275922202810079,0.213332434539912,0.000440632964003493,1
TMAP-L-BFGS,1,0.2494699,26,11,0.127055282849972,0.288532091878183,0.00783857460337501,1
TMAP-L-BFGS,2,0.2915775,28,12,0.103520664934712,0.264393484126541,0.00819412993581014,1
TMAP-L-BFGS,3,0.2595898,25,11,0.0920099141585743,0.269727301018992,0.00476009758000008,1
TMAP-L-BFGS,4,0.2614904,27,11,0.116233195578166,0.269990826857151,0.00657340151330616,1
TMAP-L-BFGS,5,0.2722942,28,12,0.0967967865945747,0.251338031714765,0.00559906485845804,1
TMAP-L-BFGS,6,0.2339532,24,10,0.122991681458054,0.299962643692345,0.00750256563298678,1
TMAP-L-BFGS,7,0.2815528,30,12,0.15572378521736,0.226713990125778,0.00896456891129354,1
TMAP-L-BFGS,8,0.2661708,28,12,0.0911946014973102,0.260637274285774,0.00567600089454338,1
TMAP-L-BFGS,9,0.3180724,36,13,0.115375989033849,0.241297813769824,0.00650617790553042,1
TMAP-L-BFGS,10,0.25551,26,11,0.153900353936056,0.238170030179042,0.00831408281992511,1
ASSN,1,0.5383949,57,6,0.00814570781288901,0.257950663155237,0.000337657159140302,1
ASSN,2,0.6124365,61,6,0.0238186730769303,0.219644593909826,0.00100109045158688,1
ASSN,3,0.4965106,49,5,0.123289503747585,0.251425514008823,0.00974341317086159,1
ASSN,4,0.5617224,57,6,0.00930258321933983,0.239922438649599,0.000383265068384273,1
ASSN,5,0.6315024,65,7,0.0206282317893116,0.225723653727482,0.00203587268935075,1
ASSN,6,0.4637058,49,5,0.0597530361452113,0.268181402015231,0.00541344741942201,1
ASSN,7,0.6471526,67,7,0.0219743899086648,0.223521102924864,0.00214206644075144,1
ASSN,8,0.615931,63,7,0.0171850443045579,0.229044897833088,0.00178915551401354,1
ASSN,9,0.6703478,67,7,0.0262430324174044,0.219903436030951,0.002433774810451,1
ASSN,10,0.6193326,63,7,0.0162879842155014,0.220480323442023,0.00163766113728242,1
