method,instance,cpuTime,rawMVP,outerIterations,proxResidual,relativeRecoveryError,relativeFunctionGap,success
TMAP-CG,6,0.1271765,54,3,0.00382698553864004,0.136499131456942,5.78561841780845e-05,1
TMAP-CG,7,0.1273326,50,3,0.00248113287816321,0.132476639286095,2.47030932221115e-05,1
TMAP-CG,8,0.1412477,56,3,0.0065082666543931,0.120859078379328,0.000170349164468786,1
TMAP-CG,9,0.139802,56,3,0.005982463760058,0.116936910043587,0.000141792820839259,1
TMAP-CG,10,0.1482117,58,3,0.0067885895978511,0.112784864938606,0.000181349755333904,1
TMAP-L-BFGS,1,0.1304142,15,6,0.0484584885484794,0.0914897386485829,0.00820047907921773,1
TMAP-L-BFGS,2,0.1323309,15,6,0.0272426142496194,0.10950030818433,0.00256483099116622,1
TMAP-L-BFGS,3,0.1509255,18,7,0.0433702657088133,0.0844899821250046,0.00656905294570032,1
TMAP-L-BFGS,4,0.1651776,21,8,0.0293386267854915,0.100063538327231,0.00344726484695113,1
TMAP-L-BFGS,5,0.1362007,15,6,0.0462614013088934,0.0768893404329046,0.00738030316622773,1
TMAP-L-BFGS,6,0.1300309,15,6,0.0284285756988497,0.128089270477868,0.002623567679922,1
TMAP-L-BFGS,7,0.1311901,15,6,0.03039908184689,0.151087258670727,0.00296937476180914,1
TMAP-L-BFGS,8,0.1344696,15,6,0.042098927451761,0.0907428375686857,0.00658213352162962,1
TMAP-L-BFGS,9,0.127033,15,6,0.0465483780398184,0.0748598969295926,0.00766672232666499,1
TMAP-L-BFGS,10,0.1572146,19,8,0.00959877394940823,0.119439037314797,0.000365360061799991,1
ASSN,1,0.3386392,39,6,0.0077040197035944,0.127219138997213,0.00522598494189142,1
ASSN,2,0.3357794,37,6,0.00805087242225594,0.116520383026162,0.0053303424926493,1
ASSN,3,0.358333,39,6,0.00878439499285965,0.113307244933917,0.00629635099436787,1
ASSN,4,0.3549526,39,6,0.00924429227225859,0.126849488130731,0.00602995905619375,1
ASSN,5,0.3664462,39,6,0.010251856141781,0.110007287653914,0.00713052359341193,1
ASSN,6,0.3204874,37,6,0.00681038491134983,0.134655989599658,0.00453972111946588,1
ASSN,7,0.322416,35,6,0.0058417442941891,0.130048438816346,0.00389069894569749,1
ASSN,8,0.3539466,39,6,0.00960057042385896,0.119855683546734,0.00647515751459316,1
ASSN,9,0.3379684,39,6,0.0092504347972251,0.11527078781399,0.00619646840080457,1
ASSN,10,0.3496384,39,6,0.0103220915176238,0.111853441677133,0.00688316852045967,1
