method,instance,cpuTime,rawMVP,outerIterations,proxResidual,relativeRecoveryError,relativeFunctionGap,success
TMAP-L-BFGS,3,0.2906622,35,14,0.00782206835021072,0.182609735710177,7.39199272172457e-05,1
TMAP-L-BFGS,4,0.2907974,40,15,0.00450252099377725,0.186208179303742,2.11715478309339e-05,1
TMAP-L-BFGS,5,0.3097769,38,15,0.00851406822422662,0.180681424386614,8.70863257579982e-05,1
TMAP-L-BFGS,6,0.2902596,38,15,0.00646717278342055,0.173025332425296,4.41770210907796e-05,1
TMAP-L-BFGS,7,0.2914164,38,15,0.00993516388321161,0.185006692726148,9.68524654055281e-05,1
TMAP-L-BFGS,8,0.2885683,34,14,0.00541320035575335,0.176280426869572,3.23615112169979e-05,1
TMAP-L-BFGS,9,0.3084737,43,16,0.00527532146345287,0.155205484660217,3.49226227983454e-05,1
TMAP-L-BFGS,10,0.2683303,32,13,0.00813674386492655,0.199664119184502,6.49816319183025e-05,1
ASSN,1,0.5846662,57,8,0.000142653171295424,0.184652175804769,1.90380390776593e-05,1
ASSN,2,0.5820099,63,8,0.00010050185681374,0.184537867756841,1.03373776741705e-05,1
ASSN,3,0.6057127,63,8,0.000164715966470121,0.182265931526238,2.15121168958223e-05,1
ASSN,4,0.5571761,59,8,0.000155047873907518,0.186052878745574,1.97744263369969e-05,1
ASSN,5,0.6152767,63,8,0.000137324765193548,0.180828082750522,1.7598697926734e-05,1
ASSN,6,0.5852158,61,8,0.00018648176103975,0.171193664304189,2.91800493502727e-05,1
ASSN,7,0.5749849,63,8,0.000153281063097463,0.185985829813635,1.97936502041631e-05,1
ASSN,8,0.6027767,63,8,0.000108585073398029,0.177465061961213,1.33286279058421e-05,1
ASSN,9,0.6161453,63,8,0.000186714343617338,0.15685637164175,3.09420081109019e-05,1
ASSN,10,0.5794433,61,8,0.000140535952354869,0.197973117869699,1.57783397986478e-05,1
